Latitude,Longitude,Elevation
42.74875000,17.90155000,35.0
42.74879000,17.90149000,34.0
42.74881000,17.90145000,34.0
42.74886000,17.90137000,33.0
42.74888000,17.90133000,32.0
42.74892000,17.90126000,32.0
42.74893000,17.90122000,31.0
42.74897000,17.90115000,31.0
42.74898000,17.90112000,30.0
42.74903000,17.90106000,30.0
42.74906000,17.90103000,31.0
42.74909000,17.90096000,30.0
42.74911000,17.90093000,29.0
42.74915000,17.90087000,29.0
42.74918000,17.90084000,29.0
42.74924000,17.90077000,30.0
42.74928000,17.90073000,30.0
42.74931000,17.90068000,30.0
42.74934000,17.90064000,31.0
42.74940000,17.90057000,31.0
42.74943000,17.90054000,32.0
42.74949000,17.90047000,33.0
42.74952000,17.90043000,34.0
42.74958000,17.90033000,34.0
42.74959000,17.90029000,34.0
42.74965000,17.90020000,35.0
42.74967000,17.90015000,35.0
42.74972000,17.90007000,36.0
42.74973000,17.90003000,36.0
42.74975000,17.89994000,35.0
42.74976000,17.89990000,34.0
42.74978000,17.89981000,33.0
42.74979000,17.89976000,33.0
42.74982000,17.89966000,32.0
42.74984000,17.89961000,32.0
42.74984000,17.89952000,30.0
42.74985000,17.89948000,30.0
42.74986000,17.89939000,29.0
42.74987000,17.89934000,29.0
42.74991000,17.89923000,28.0
42.74992000,17.89917000,28.0
42.74995000,17.89912000,28.0
42.74997000,17.89907000,28.0
42.75001000,17.89896000,27.0
42.75002000,17.89892000,26.0
42.75005000,17.89883000,27.0
42.75006000,17.89879000,27.0
42.75011000,17.89875000,29.0
42.75015000,17.89871000,30.0
42.75018000,17.89865000,31.0
42.75020000,17.89859000,31.0
42.75023000,17.89853000,32.0
42.75023000,17.89846000,31.0
42.75026000,17.89835000,31.0
42.75029000,17.89829000,31.0
42.75034000,17.89819000,32.0
42.75037000,17.89816000,33.0
42.75041000,17.89808000,33.0
42.75043000,17.89803000,33.0
42.75047000,17.89794000,33.0
42.75049000,17.89790000,32.0
42.75054000,17.89784000,33.0
42.75057000,17.89782000,34.0
42.75054000,17.89781000,33.0
42.75053000,17.89782000,32.0
42.75060000,17.89782000,35.0
42.75060000,17.89780000,34.0
42.75064000,17.89771000,33.0
42.75066000,17.89767000,33.0
42.75071000,17.89762000,33.0
42.75073000,17.89759000,33.0
42.75078000,17.89751000,32.0
42.75081000,17.89747000,32.0
42.75085000,17.89742000,31.0
42.75088000,17.89737000,30.0
42.75093000,17.89732000,30.0
42.75096000,17.89727000,29.0
42.75099000,17.89723000,29.0
42.75103000,17.89718000,28.0
42.75107000,17.89713000,28.0
42.75110000,17.89709000,27.0
42.75117000,17.89702000,28.0
42.75120000,17.89697000,28.0
42.75124000,17.89693000,29.0
42.75128000,17.89690000,30.0
42.75130000,17.89684000,28.0
42.75132000,17.89679000,27.0
42.75135000,17.89675000,27.0
42.75139000,17.89670000,27.0
42.75144000,17.89664000,28.0
42.75147000,17.89659000,28.0
42.75150000,17.89655000,28.0
42.75153000,17.89649000,28.0
42.75155000,17.89644000,27.0
42.75161000,17.89638000,29.0
42.75164000,17.89633000,28.0
42.75170000,17.89628000,29.0
42.75176000,17.89624000,30.0
42.75181000,17.89619000,30.0
42.75185000,17.89615000,30.0
42.75189000,17.89610000,30.0
42.75194000,17.89604000,31.0
42.75197000,17.89598000,30.0
42.75202000,17.89592000,31.0
42.75206000,17.89586000,30.0
42.75210000,17.89580000,30.0
42.75215000,17.89574000,31.0
42.75220000,17.89569000,32.0
42.75225000,17.89562000,32.0
42.75230000,17.89554000,31.0
42.75235000,17.89546000,31.0
42.75238000,17.89539000,31.0
42.75242000,17.89532000,31.0
42.75245000,17.89525000,30.0
42.75249000,17.89519000,30.0
42.75252000,17.89512000,30.0
42.75255000,17.89505000,30.0
42.75257000,17.89499000,30.0
42.75260000,17.89493000,30.0
42.75263000,17.89485000,30.0
42.75266000,17.89478000,30.0
42.75269000,17.89470000,29.0
42.75273000,17.89464000,30.0
42.75276000,17.89457000,30.0
42.75278000,17.89449000,29.0
42.75281000,17.89441000,29.0
42.75286000,17.89433000,30.0
42.75293000,17.89426000,32.0
42.75297000,17.89419000,33.0
42.75300000,17.89413000,33.0
42.75304000,17.89405000,34.0
42.75306000,17.89397000,34.0
42.75308000,17.89389000,33.0
42.75311000,17.89380000,33.0
42.75314000,17.89372000,33.0
42.75318000,17.89365000,34.0
42.75320000,17.89358000,33.0
42.75323000,17.89351000,32.0
42.75326000,17.89343000,32.0
42.75330000,17.89336000,31.0
42.75334000,17.89331000,31.0
42.75338000,17.89324000,31.0
42.75341000,17.89317000,30.0
42.75344000,17.89310000,30.0
42.75346000,17.89305000,30.0
42.75349000,17.89299000,30.0
42.75351000,17.89294000,30.0
42.75353000,17.89284000,28.0
42.75356000,17.89279000,28.0
42.75362000,17.89271000,28.0
42.75365000,17.89267000,28.0
42.75371000,17.89258000,29.0
42.75374000,17.89251000,28.0
42.75378000,17.89247000,29.0
42.75381000,17.89241000,28.0
42.75387000,17.89235000,29.0
42.75391000,17.89230000,30.0
42.75395000,17.89225000,31.0
42.75400000,17.89218000,31.0
42.75402000,17.89212000,30.0
42.75405000,17.89206000,30.0
42.75408000,17.89201000,30.0
42.75412000,17.89195000,30.0
42.75417000,17.89186000,29.0
42.75419000,17.89182000,29.0
42.75423000,17.89177000,30.0
42.75426000,17.89171000,29.0
42.75428000,17.89165000,29.0
42.75431000,17.89159000,29.0
42.75433000,17.89154000,29.0
42.75435000,17.89149000,28.0
42.75441000,17.89139000,29.0
42.75443000,17.89134000,29.0
42.75446000,17.89129000,30.0
42.75450000,17.89123000,31.0
42.75452000,17.89117000,31.0
42.75455000,17.89112000,31.0
42.75460000,17.89102000,33.0
42.75462000,17.89096000,33.0
42.75466000,17.89090000,34.0
42.75469000,17.89085000,34.0
42.75474000,17.89076000,34.0
42.75477000,17.89073000,34.0
42.75481000,17.89064000,33.0
42.75482000,17.89060000,32.0
42.75484000,17.89051000,31.0
42.75486000,17.89046000,30.0
42.75490000,17.89036000,29.0
42.75493000,17.89028000,27.0
42.75496000,17.89017000,26.0
42.75499000,17.89012000,26.0
42.75504000,17.89004000,26.0
42.75507000,17.89000000,27.0
42.75512000,17.88991000,27.0
42.75515000,17.88986000,27.0
42.75519000,17.88978000,26.0
42.75519000,17.88974000,25.0
42.75523000,17.88965000,24.0
42.75527000,17.88961000,24.0
42.75531000,17.88952000,23.0
42.75533000,17.88946000,23.0
42.75538000,17.88938000,24.0
42.75540000,17.88933000,24.0
42.75543000,17.88928000,25.0
42.75547000,17.88924000,26.0
42.75552000,17.88920000,28.0
42.75556000,17.88915000,29.0
42.75558000,17.88910000,29.0
42.75561000,17.88906000,30.0
42.75567000,17.88897000,31.0
42.75570000,17.88893000,32.0
42.75575000,17.88888000,33.0
42.75578000,17.88884000,34.0
42.75582000,17.88879000,35.0
42.75584000,17.88874000,35.0
42.75586000,17.88866000,35.0
42.75588000,17.88862000,35.0
42.75593000,17.88854000,37.0
42.75595000,17.88849000,37.0
42.75598000,17.88841000,36.0
42.75600000,17.88836000,36.0
42.75605000,17.88829000,37.0
42.75607000,17.88823000,36.0
42.75611000,17.88814000,35.0
42.75613000,17.88809000,34.0
42.75618000,17.88800000,34.0
42.75621000,17.88796000,34.0
42.75624000,17.88786000,33.0
42.75626000,17.88783000,33.0
42.75631000,17.88777000,34.0
42.75634000,17.88774000,34.0
42.75639000,17.88767000,35.0
42.75640000,17.88763000,34.0
42.75646000,17.88756000,36.0
42.75649000,17.88753000,37.0
42.75655000,17.88746000,39.0
42.75657000,17.88743000,40.0
42.75661000,17.88736000,41.0
42.75664000,17.88733000,42.0
42.75669000,17.88727000,43.0
42.75671000,17.88723000,43.0
42.75675000,17.88716000,42.0
42.75676000,17.88713000,42.0
42.75681000,17.88707000,43.0
42.75683000,17.88703000,42.0
42.75689000,17.88696000,43.0
42.75690000,17.88690000,42.0
42.75694000,17.88684000,42.0
42.75695000,17.88680000,41.0
42.75697000,17.88672000,39.0
42.75699000,17.88669000,39.0
42.75701000,17.88661000,37.0
42.75703000,17.88657000,37.0
42.75706000,17.88649000,35.0
42.75709000,17.88645000,35.0
42.75711000,17.88638000,34.0
42.75713000,17.88634000,34.0
42.75717000,17.88627000,34.0
42.75720000,17.88623000,34.0
42.75727000,17.88617000,35.0
42.75730000,17.88614000,36.0
42.75735000,17.88605000,36.0
42.75737000,17.88602000,36.0
42.75741000,17.88596000,36.0
42.75744000,17.88593000,37.0
42.75747000,17.88586000,37.0
42.75750000,17.88583000,37.0
42.75753000,17.88578000,37.0
42.75757000,17.88575000,39.0
42.75762000,17.88569000,40.0
42.75766000,17.88566000,41.0
42.75770000,17.88560000,41.0
42.75774000,17.88557000,42.0
42.75780000,17.88552000,44.0
42.75781000,17.88550000,43.0
42.75788000,17.88545000,46.0
42.75790000,17.88541000,45.0
42.75795000,17.88536000,46.0
42.75797000,17.88533000,46.0
42.75802000,17.88527000,46.0
42.75804000,17.88525000,47.0
42.75809000,17.88517000,46.0
42.75811000,17.88515000,47.0
42.75816000,17.88510000,48.0
42.75818000,17.88506000,47.0
42.75823000,17.88498000,47.0
42.75826000,17.88493000,47.0
42.75831000,17.88487000,48.0
42.75834000,17.88484000,48.0
42.75838000,17.88474000,46.0
42.75840000,17.88470000,46.0
42.75845000,17.88465000,46.0
42.75848000,17.88463000,47.0
42.75853000,17.88458000,47.0
42.75856000,17.88455000,47.0
42.75861000,17.88448000,47.0
42.75862000,17.88445000,46.0
42.75869000,17.88437000,46.0
42.75872000,17.88435000,47.0
42.75877000,17.88431000,47.0
42.75880000,17.88426000,47.0
42.75885000,17.88419000,46.0
42.75889000,17.88417000,47.0
42.75894000,17.88409000,48.0
42.75895000,17.88407000,47.0
42.75900000,17.88399000,48.0
42.75902000,17.88397000,48.0
42.75908000,17.88389000,48.0
42.75910000,17.88386000,48.0
42.75916000,17.88382000,50.0
42.75918000,17.88380000,50.0
42.75923000,17.88373000,50.0
42.75925000,17.88370000,50.0
42.75931000,17.88361000,50.0
42.75933000,17.88358000,50.0
42.75938000,17.88352000,50.0
42.75939000,17.88348000,49.0
42.75942000,17.88342000,48.0
42.75945000,17.88337000,48.0
42.75950000,17.88330000,49.0
42.75953000,17.88327000,50.0
42.75958000,17.88321000,51.0
42.75960000,17.88319000,51.0
42.75965000,17.88313000,52.0
42.75967000,17.88310000,52.0
42.75973000,17.88303000,53.0
42.75976000,17.88299000,53.0
42.75982000,17.88293000,54.0
42.75985000,17.88289000,54.0
42.75992000,17.88283000,56.0
42.75995000,17.88279000,56.0
42.75998000,17.88273000,55.0
42.76001000,17.88270000,56.0
42.76006000,17.88263000,55.0
42.76009000,17.88260000,56.0
42.76013000,17.88254000,56.0
42.76016000,17.88249000,56.0
42.76020000,17.88243000,56.0
42.76023000,17.88240000,56.0
42.76028000,17.88232000,56.0
42.76031000,17.88229000,56.0
42.76037000,17.88222000,55.0
42.76039000,17.88220000,55.0
42.76045000,17.88213000,55.0
42.76047000,17.88211000,55.0
42.76053000,17.88204000,55.0
42.76055000,17.88201000,55.0
42.76060000,17.88196000,56.0
42.76062000,17.88192000,56.0
42.76066000,17.88188000,57.0
42.76070000,17.88185000,59.0
42.76076000,17.88177000,60.0
42.76080000,17.88171000,61.0
42.76084000,17.88163000,61.0
42.76088000,17.88157000,62.0
42.76093000,17.88149000,62.0
42.76095000,17.88145000,62.0
42.76100000,17.88137000,63.0
42.76102000,17.88133000,63.0
42.76108000,17.88126000,63.0
42.76109000,17.88124000,63.0
42.76114000,17.88118000,63.0
42.76116000,17.88114000,62.0
42.76123000,17.88106000,61.0
42.76125000,17.88102000,60.0
42.76128000,17.88095000,58.0
42.76130000,17.88091000,57.0
42.76135000,17.88083000,56.0
42.76137000,17.88081000,57.0
42.76143000,17.88072000,55.0
42.76146000,17.88069000,55.0
42.76150000,17.88062000,54.0
42.76152000,17.88059000,54.0
42.76157000,17.88053000,54.0
42.76159000,17.88050000,54.0
42.76165000,17.88042000,54.0
42.76169000,17.88039000,55.0
42.76174000,17.88033000,56.0
42.76176000,17.88029000,55.0
42.76182000,17.88023000,57.0
42.76185000,17.88019000,57.0
42.76192000,17.88014000,59.0
42.76195000,17.88009000,58.0
42.76200000,17.88001000,58.0
42.76202000,17.87997000,57.0
42.76205000,17.87988000,55.0
42.76208000,17.87985000,55.0
42.76215000,17.87978000,55.0
42.76217000,17.87976000,56.0
42.76221000,17.87966000,53.0
42.76223000,17.87962000,52.0
42.76228000,17.87958000,52.0
42.76231000,17.87956000,53.0
42.76237000,17.87950000,53.0
42.76240000,17.87948000,53.0
42.76247000,17.87942000,54.0
42.76251000,17.87940000,55.0
42.76257000,17.87935000,56.0
42.76259000,17.87934000,56.0
42.76267000,17.87930000,59.0
42.76272000,17.87928000,61.0
42.76280000,17.87922000,62.0
42.76283000,17.87920000,63.0
42.76289000,17.87914000,64.0
42.76292000,17.87911000,64.0
42.76298000,17.87903000,64.0
42.76299000,17.87901000,64.0
42.76304000,17.87895000,65.0
42.76307000,17.87892000,65.0
42.76312000,17.87887000,65.0
42.76314000,17.87883000,64.0
42.76321000,17.87875000,63.0
42.76324000,17.87872000,63.0
42.76328000,17.87866000,63.0
42.76331000,17.87864000,63.0
42.76336000,17.87857000,63.0
42.76339000,17.87855000,63.0
42.76346000,17.87847000,62.0
42.76349000,17.87844000,62.0
42.76355000,17.87839000,62.0
42.76358000,17.87835000,62.0
42.76360000,17.87829000,60.0
42.76361000,17.87822000,57.0
42.76364000,17.87815000,56.0
42.76366000,17.87811000,55.0
42.76371000,17.87803000,54.0
42.76373000,17.87799000,53.0
42.76377000,17.87792000,52.0
42.76379000,17.87789000,52.0
42.76383000,17.87781000,50.0
42.76386000,17.87778000,51.0
42.76394000,17.87781000,57.0
42.76397000,17.87782000,58.0
42.76405000,17.87778000,61.0
42.76408000,17.87775000,61.0
42.76414000,17.87768000,61.0
42.76418000,17.87764000,60.0
42.76425000,17.87757000,60.0
42.76429000,17.87754000,60.0
42.76433000,17.87751000,60.0
42.76437000,17.87747000,59.0
42.76444000,17.87740000,59.0
42.76447000,17.87736000,58.0
42.76454000,17.87731000,58.0
42.76457000,17.87728000,58.0
42.76464000,17.87721000,57.0
42.76468000,17.87718000,56.0
42.76471000,17.87714000,55.0
42.76475000,17.87710000,55.0
42.76481000,17.87701000,53.0
42.76484000,17.87698000,53.0
42.76490000,17.87692000,53.0
42.76493000,17.87688000,52.0
42.76501000,17.87686000,54.0
42.76505000,17.87684000,55.0
42.76511000,17.87679000,55.0
42.76514000,17.87678000,55.0
42.76521000,17.87674000,56.0
42.76524000,17.87671000,56.0
42.76529000,17.87665000,55.0
42.76531000,17.87662000,54.0
42.76536000,17.87657000,54.0
42.76539000,17.87655000,54.0
42.76545000,17.87650000,54.0
42.76547000,17.87648000,54.0
42.76554000,17.87643000,55.0
42.76556000,17.87641000,55.0
42.76562000,17.87634000,54.0
42.76565000,17.87633000,54.0
42.76573000,17.87628000,55.0
42.76576000,17.87627000,56.0
42.76582000,17.87623000,57.0
42.76585000,17.87621000,57.0
42.76593000,17.87620000,59.0
42.76594000,17.87617000,58.0
42.76602000,17.87613000,59.0
42.76605000,17.87612000,59.0
42.76611000,17.87606000,58.0
42.76614000,17.87604000,58.0
42.76618000,17.87595000,56.0
42.76620000,17.87592000,55.0
42.76627000,17.87589000,56.0
42.76629000,17.87587000,55.0
42.76638000,17.87584000,57.0
42.76641000,17.87583000,57.0
42.76648000,17.87578000,57.0
42.76651000,17.87577000,58.0
42.76660000,17.87572000,58.0
42.76663000,17.87572000,59.0
42.76671000,17.87568000,60.0
42.76674000,17.87568000,61.0
42.76681000,17.87565000,61.0
42.76683000,17.87562000,60.0
42.76692000,17.87559000,61.0
42.76695000,17.87558000,61.0
42.76702000,17.87553000,61.0
42.76705000,17.87552000,62.0
42.76713000,17.87547000,62.0
42.76716000,17.87545000,62.0
42.76722000,17.87545000,64.0
42.76725000,17.87547000,66.0
42.76732000,17.87549000,69.0
42.76735000,17.87549000,70.0
42.76743000,17.87549000,72.0
42.76745000,17.87549000,73.0
42.76754000,17.87549000,74.0
42.76756000,17.87550000,74.0
42.76763000,17.87549000,73.0
42.76766000,17.87550000,73.0
42.76772000,17.87556000,75.0
42.76773000,17.87559000,76.0
42.76780000,17.87565000,77.0
42.76783000,17.87567000,77.0
42.76790000,17.87573000,78.0
42.76793000,17.87576000,78.0
42.76796000,17.87584000,79.0
42.76798000,17.87587000,79.0
42.76804000,17.87591000,78.0
42.76809000,17.87593000,77.0
42.76814000,17.87596000,77.0
42.76819000,17.87597000,76.0
42.76832000,17.87597000,74.0
42.76838000,17.87595000,73.0
42.76842000,17.87595000,72.0
42.76850000,17.87598000,72.0
42.76853000,17.87599000,72.0
42.76860000,17.87603000,72.0
42.76863000,17.87604000,72.0
42.76868000,17.87607000,72.0
42.76871000,17.87608000,73.0
42.76878000,17.87610000,73.0
42.76881000,17.87611000,73.0
42.76889000,17.87613000,73.0
42.76893000,17.87614000,73.0
42.76899000,17.87615000,73.0
42.76903000,17.87615000,73.0
42.76910000,17.87614000,72.0
42.76914000,17.87615000,73.0
42.76921000,17.87615000,73.0
42.76925000,17.87616000,74.0
42.76933000,17.87617000,74.0
42.76937000,17.87617000,75.0
42.76943000,17.87617000,75.0
42.76946000,17.87615000,75.0
42.76953000,17.87615000,76.0
42.76956000,17.87615000,76.0
42.76963000,17.87615000,77.0
42.76967000,17.87617000,78.0
42.76974000,17.87619000,79.0
42.76977000,17.87620000,79.0
42.76984000,17.87625000,79.0
42.76987000,17.87628000,79.0
42.76993000,17.87635000,80.0
42.76995000,17.87638000,80.0
42.77001000,17.87645000,80.0
42.77006000,17.87648000,79.0
42.77011000,17.87654000,79.0
42.77012000,17.87657000,79.0
42.77018000,17.87666000,78.0
42.77022000,17.87668000,77.0
42.77024000,17.87676000,77.0
42.77025000,17.87679000,77.0
42.77029000,17.87688000,77.0
42.77034000,17.87694000,77.0
42.77037000,17.87699000,76.0
42.77039000,17.87705000,76.0
42.77041000,17.87710000,76.0
42.77045000,17.87715000,76.0
42.77053000,17.87721000,76.0
42.77057000,17.87727000,75.0
42.77061000,17.87735000,75.0
42.77063000,17.87741000,75.0
42.77063000,17.87748000,75.0
42.77064000,17.87755000,75.0
42.77063000,17.87763000,75.0
42.77063000,17.87771000,75.0
42.77063000,17.87779000,75.0
42.77062000,17.87787000,74.0
42.77060000,17.87796000,74.0
42.77060000,17.87805000,73.0
42.77058000,17.87814000,72.0
42.77056000,17.87823000,72.0
42.77053000,17.87833000,71.0
42.77050000,17.87842000,70.0
42.77045000,17.87851000,69.0
42.77040000,17.87860000,68.0
42.77036000,17.87868000,67.0
42.77031000,17.87876000,67.0
42.77026000,17.87886000,66.0
42.77022000,17.87895000,65.0
42.77018000,17.87904000,64.0
42.77013000,17.87914000,64.0
42.77010000,17.87923000,64.0
42.77005000,17.87932000,65.0
42.77001000,17.87943000,64.0
42.76998000,17.87953000,64.0
42.76994000,17.87965000,64.0
42.76991000,17.87976000,63.0
42.76990000,17.87988000,62.0
42.76989000,17.88000000,62.0
42.76989000,17.88012000,61.0
42.76989000,17.88023000,60.0
42.76990000,17.88035000,59.0
42.76992000,17.88046000,59.0
42.76994000,17.88057000,58.0
42.76998000,17.88068000,58.0
42.77002000,17.88078000,58.0
42.77006000,17.88086000,58.0
42.77011000,17.88095000,58.0
42.77018000,17.88101000,57.0
42.77024000,17.88109000,58.0
42.77031000,17.88115000,58.0
42.77037000,17.88121000,58.0
42.77045000,17.88126000,59.0
42.77051000,17.88132000,59.0
42.77063000,17.88140000,61.0
42.77070000,17.88142000,61.0
42.77076000,17.88145000,62.0
42.77082000,17.88147000,62.0
42.77089000,17.88150000,63.0
42.77095000,17.88153000,63.0
42.77101000,17.88156000,64.0
42.77108000,17.88159000,64.0
42.77114000,17.88162000,64.0
42.77118000,17.88162000,64.0
42.77124000,17.88163000,65.0
42.77131000,17.88167000,65.0
42.77138000,17.88171000,66.0
42.77144000,17.88177000,66.0
42.77150000,17.88183000,67.0
42.77155000,17.88191000,68.0
42.77160000,17.88197000,68.0
42.77165000,17.88204000,69.0
42.77170000,17.88211000,69.0
42.77172000,17.88220000,70.0
42.77174000,17.88228000,70.0
42.77177000,17.88237000,69.0
42.77178000,17.88246000,70.0
42.77178000,17.88255000,70.0
42.77179000,17.88265000,69.0
42.77181000,17.88275000,69.0
42.77184000,17.88284000,67.0
42.77188000,17.88292000,65.0
42.77191000,17.88299000,63.0
42.77192000,17.88308000,62.0
42.77194000,17.88317000,61.0
42.77195000,17.88326000,59.0
42.77196000,17.88336000,58.0
42.77196000,17.88346000,57.0
42.77198000,17.88355000,55.0
42.77198000,17.88367000,55.0
42.77198000,17.88377000,55.0
42.77197000,17.88387000,55.0
42.77198000,17.88396000,55.0
42.77198000,17.88406000,56.0
42.77198000,17.88415000,56.0
42.77199000,17.88425000,56.0
42.77200000,17.88435000,56.0
42.77201000,17.88445000,56.0
42.77201000,17.88456000,57.0
42.77203000,17.88467000,56.0
42.77204000,17.88476000,56.0
42.77206000,17.88484000,56.0
42.77207000,17.88492000,56.0
42.77209000,17.88501000,56.0
42.77210000,17.88509000,56.0
42.77212000,17.88516000,56.0
42.77215000,17.88523000,55.0
42.77217000,17.88530000,55.0
42.77219000,17.88536000,55.0
42.77221000,17.88543000,54.0
42.77223000,17.88550000,54.0
42.77227000,17.88557000,54.0
42.77230000,17.88563000,54.0
42.77233000,17.88570000,55.0
42.77236000,17.88578000,56.0
42.77238000,17.88586000,57.0
42.77240000,17.88597000,60.0
42.77243000,17.88607000,61.0
42.77246000,17.88616000,62.0
42.77248000,17.88626000,64.0
42.77250000,17.88636000,66.0
42.77253000,17.88645000,67.0
42.77257000,17.88652000,68.0
42.77260000,17.88660000,69.0
42.77263000,17.88667000,69.0
42.77268000,17.88674000,69.0
42.77272000,17.88681000,70.0
42.77277000,17.88688000,69.0
42.77283000,17.88695000,67.0
42.77290000,17.88701000,64.0
42.77298000,17.88706000,60.0
42.77305000,17.88710000,57.0
42.77310000,17.88717000,57.0
42.77323000,17.88719000,55.0
42.77333000,17.88722000,54.0
42.77341000,17.88726000,53.0
42.77348000,17.88730000,54.0
42.77354000,17.88735000,54.0
42.77361000,17.88739000,55.0
42.77367000,17.88743000,55.0
42.77373000,17.88748000,56.0
42.77380000,17.88752000,56.0
42.77386000,17.88757000,56.0
42.77393000,17.88760000,57.0
42.77399000,17.88763000,57.0
42.77405000,17.88765000,57.0
42.77411000,17.88769000,58.0
42.77416000,17.88772000,59.0
42.77422000,17.88775000,60.0
42.77425000,17.88777000,61.0
42.77431000,17.88779000,61.0
42.77436000,17.88780000,61.0
42.77440000,17.88781000,61.0
42.77445000,17.88781000,61.0
42.77451000,17.88782000,61.0
42.77455000,17.88782000,61.0
42.77460000,17.88783000,61.0
42.77464000,17.88784000,62.0
42.77470000,17.88785000,62.0
42.77474000,17.88786000,62.0
42.77479000,17.88786000,62.0
42.77484000,17.88787000,63.0
42.77488000,17.88786000,63.0
42.77494000,17.88788000,64.0
42.77499000,17.88788000,64.0
42.77508000,17.88787000,65.0
42.77515000,17.88787000,66.0
42.77521000,17.88786000,66.0
42.77526000,17.88784000,66.0
42.77533000,17.88783000,66.0
42.77539000,17.88782000,65.0
42.77545000,17.88780000,65.0
42.77549000,17.88778000,64.0
42.77554000,17.88775000,64.0
42.77559000,17.88774000,64.0
42.77564000,17.88772000,63.0
42.77569000,17.88770000,63.0
42.77575000,17.88768000,63.0
42.77580000,17.88765000,62.0
42.77585000,17.88762000,62.0
42.77590000,17.88758000,62.0
42.77595000,17.88754000,61.0
42.77601000,17.88751000,60.0
42.77607000,17.88747000,60.0
42.77612000,17.88744000,59.0
42.77617000,17.88741000,59.0
42.77622000,17.88738000,59.0
42.77627000,17.88734000,58.0
42.77631000,17.88729000,57.0
42.77636000,17.88725000,56.0
42.77642000,17.88721000,56.0
42.77648000,17.88718000,56.0
42.77653000,17.88714000,56.0
42.77658000,17.88710000,56.0
42.77663000,17.88706000,56.0
42.77669000,17.88702000,56.0
42.77675000,17.88698000,55.0
42.77681000,17.88695000,55.0
42.77687000,17.88693000,55.0
42.77692000,17.88690000,56.0
42.77698000,17.88688000,56.0
42.77703000,17.88686000,56.0
42.77709000,17.88684000,56.0
42.77715000,17.88682000,56.0
42.77721000,17.88681000,57.0
42.77727000,17.88679000,56.0
42.77733000,17.88678000,56.0
42.77739000,17.88678000,56.0
42.77743000,17.88679000,56.0
42.77748000,17.88680000,56.0
42.77754000,17.88682000,57.0
42.77760000,17.88686000,58.0
42.77768000,17.88688000,58.0
42.77775000,17.88693000,59.0
42.77783000,17.88697000,59.0
42.77791000,17.88702000,58.0
42.77799000,17.88706000,57.0
42.77806000,17.88711000,56.0
42.77814000,17.88716000,55.0
42.77822000,17.88722000,54.0
42.77829000,17.88727000,53.0
42.77831000,17.88733000,53.0
42.77831000,17.88739000,53.0
42.77834000,17.88745000,53.0
42.77838000,17.88750000,52.0
42.77841000,17.88757000,52.0
42.77845000,17.88763000,51.0
42.77848000,17.88769000,51.0
42.77852000,17.88775000,51.0
42.77855000,17.88780000,51.0
42.77859000,17.88786000,51.0
42.77861000,17.88792000,52.0
42.77864000,17.88798000,52.0
42.77867000,17.88804000,53.0
42.77870000,17.88811000,53.0
42.77872000,17.88818000,54.0
42.77874000,17.88825000,54.0
42.77877000,17.88831000,55.0
42.77879000,17.88838000,55.0
42.77881000,17.88845000,55.0
42.77882000,17.88852000,55.0
42.77884000,17.88859000,55.0
42.77886000,17.88866000,55.0
42.77887000,17.88872000,56.0
42.77890000,17.88878000,56.0
42.77892000,17.88885000,56.0
42.77895000,17.88891000,57.0
42.77899000,17.88898000,57.0
42.77902000,17.88905000,57.0
42.77906000,17.88912000,57.0
42.77910000,17.88920000,57.0
42.77913000,17.88927000,57.0
42.77915000,17.88933000,57.0
42.77916000,17.88941000,57.0
42.77921000,17.88947000,55.0
42.77922000,17.88954000,54.0
42.77925000,17.88961000,51.0
42.77931000,17.88968000,48.0
42.77931000,17.88976000,47.0
42.77930000,17.88984000,46.0
42.77931000,17.88991000,45.0
42.77931000,17.88999000,45.0
42.77935000,17.89004000,44.0
42.77939000,17.89010000,44.0
42.77942000,17.89015000,43.0
42.77946000,17.89022000,44.0
42.77952000,17.89027000,44.0
42.77957000,17.89031000,44.0
42.77963000,17.89038000,46.0
42.77968000,17.89042000,47.0
42.77974000,17.89045000,48.0
42.77981000,17.89048000,49.0
42.77987000,17.89051000,50.0
42.77993000,17.89052000,51.0
42.78000000,17.89053000,51.0
42.78006000,17.89054000,52.0
42.78012000,17.89055000,53.0
42.78018000,17.89057000,55.0
42.78026000,17.89058000,56.0
42.78032000,17.89058000,56.0
42.78039000,17.89059000,57.0
42.78045000,17.89060000,57.0
42.78052000,17.89060000,58.0
42.78059000,17.89060000,57.0
42.78068000,17.89058000,56.0
42.78076000,17.89058000,56.0
42.78084000,17.89059000,56.0
42.78091000,17.89060000,56.0
42.78098000,17.89059000,55.0
42.78104000,17.89059000,55.0
42.78110000,17.89059000,55.0
42.78118000,17.89059000,54.0
42.78124000,17.89059000,53.0
42.78130000,17.89059000,52.0
42.78135000,17.89059000,52.0
42.78140000,17.89059000,51.0
42.78146000,17.89059000,50.0
42.78152000,17.89061000,51.0
42.78158000,17.89062000,50.0
42.78165000,17.89063000,50.0
42.78171000,17.89065000,49.0
42.78179000,17.89066000,48.0
42.78185000,17.89067000,47.0
42.78190000,17.89069000,47.0
42.78196000,17.89072000,47.0
42.78202000,17.89074000,46.0
42.78207000,17.89077000,46.0
42.78213000,17.89080000,45.0
42.78220000,17.89082000,44.0
42.78226000,17.89086000,44.0
42.78234000,17.89091000,45.0
42.78243000,17.89097000,47.0
42.78251000,17.89103000,48.0
